id_paczkomat,miejscowosc,klasa_miejscowosci
BEL14M,BELCHATÓW,miasto 50 - 100 tys. mieszkańców
BEL15M,BELCHATÓW,miasto 50 - 100 tys. mieszkańców
BEL16M,BELCHATÓW,miasto 50 - 100 tys. mieszkańców
BEL17M,BELCHATÓW,miasto 50 - 100 tys. mieszkańców
BEL18M,BELCHATÓW,miasto 50 - 100 tys. mieszkańców
BEL19M,BELCHATÓW,miasto 50 - 100 tys. mieszkańców
BEL20M,BELCHATÓW,miasto 50 - 100 tys. mieszkańców
BEL21M,BELCHATÓW,miasto 50 - 100 tys. mieszkańców
BEL22M,BELCHATÓW,miasto 50 - 100 tys. mieszkańców
BEL23M,BELCHATÓW,miasto 50 - 100 tys. mieszkańców
BEN01M,BRZEZNICA,wieś
BEN01W,BRZEZNICA,wieś
BEO01G,BELCHÓW,wieś
BEO01M,BELCHÓW,wieś
BEO02M,BELCHÓW,wieś
BEP01A,BEDON PRZYKOSCIELNY,wieś
BEQ01M,BOREK,wieś
BER01M,BEZRZECZE,wieś
BER01N,BEZRZECZE,wieś
BES01A,BESKO,wieś
BES01M,BESKO,wieś
BES02M,BESKO,wieś
BEV01M,BESTWINKA,wieś
BEW01M,BLEDZEW,wieś
BEX01M,BRENNO,wieś
BEY01M,BIERDZANY,wieś
BEZ01A,BRZEZNIO,wieś
BGA01M,BUDY GLOGOWSKIE,wieś
BGC01M,BOGACICA,wieś
BGD01M,BOGDANOWO,wieś
BGD02M,BOGDANOWO,wieś
BGE01M,BOGUMILOWICE,wieś
BGI01M,BIALOBRZEGI,wieś
BGI02M,BIALOBRZEGI,wieś
BGK01M,BARGLÓWKA,wieś
BGL01M,BARGLY,wieś
BGM01M,BOGUMILOWICE,wieś
BGN01M,BOGONIOWICE,wieś
BGO01A,BOGUSZÓW-GORCE,miasto do 20 tys. mieszkańców
BGO01G,BOGUSZÓW-GORCE,miasto do 20 tys. mieszkańców
BGO01M,BOGUSZÓW-GORCE,miasto do 20 tys. mieszkańców
BGO01ML,BOGUSZÓW-GORCE,miasto do 20 tys. mieszkańców
BGO02M,BOGUSZÓW-GORCE,miasto do 20 tys. mieszkańców
BGO03M,BOGUSZÓW-GORCE,miasto do 20 tys. mieszkańców
BGO04M,BOGUSZÓW-GORCE,miasto do 20 tys. mieszkańców
BGO05M,BOGUSZÓW-GORCE,miasto do 20 tys. mieszkańców
BGO06M,BOGUSZÓW-GORCE,miasto do 20 tys. mieszkańców
BGP01M,BOGUTY-PIANKI,wieś
BGR01M,BALIGRÓD,wieś
BGS01C,BOGUSLAWICE,wieś
BGS01M,BOGUSLAWICE,wieś
BGT01M,BOGATYNIA,miasto do 20 tys. mieszkańców
BGT01ML,BOGATYNIA,miasto do 20 tys. mieszkańców
BGT01N,BOGATYNIA,miasto do 20 tys. mieszkańców
BGT02M,BOGATYNIA,miasto do 20 tys. mieszkańców
BGT03M,BOGATYNIA,miasto do 20 tys. mieszkańców
BGT04M,BOGATYNIA,miasto do 20 tys. mieszkańców
BGT05M,BOGATYNIA,miasto do 20 tys. mieszkańców
BGT06M,BOGATYNIA,miasto do 20 tys. mieszkańców
BGT07M,BOGATYNIA,miasto do 20 tys. mieszkańców
BGU01M,BOGUSZYCE,wieś
BGV01M,BOGUCIN,wieś
BGW01A,BOGDASZOWICE,wieś
BGW01N,BOGDASZOWICE,wieś
BGY01M,BOGUSZYN,wieś
BGZ01C,BOGURZYN,wieś
BGZ01G,BOGURZYN,wieś
BHL01M,BOCHLIN,wieś
BHO01M,BOCHOTNICA,wieś
BHR01M,BACHÓRZ,wieś
BHW01M,BACHOWICE,wieś
BHW02M,BACHOWICE,wieś
BIA01A,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA01APP,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA01F,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA01G,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA01HO,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA01M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA01ML,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA01N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA01SAPP,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA01W,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA01ZIH,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA02A,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA02F,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA02G,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA02M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA02ML,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA02N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA02W,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA02ZIH,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA03A,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA03G,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA03M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA03N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA03W,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA03ZIH,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA04A,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA04G,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA04M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA04N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA04W,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA05A,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA05M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA05N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA06A,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA06M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA06N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA07A,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA07M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA07N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA08A,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA08M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA08N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA09A,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA09M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA09N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA100M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA101M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA102M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA103M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA104M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA105M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA106M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA107M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA108M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA109M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA10A,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA10M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA10N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA11A,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA11M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA11N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA12A,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA12M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA12N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA13A,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA13M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA13N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA14A,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA14M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA14N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA15A,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA15M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA15N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA16A,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA16M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA16N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA17A,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA17M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA17N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA18A,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA18M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA18N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA19A,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA19M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA19N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA20A,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA20M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA20N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA21A,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA21M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA21N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA22A,X,miasto 200 - 500 tys. mieszkańców
BIA22M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA22N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA23A,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA23M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA23N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA24A,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA24M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA24N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA25A,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA25M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA25N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA26M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA26N,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA27M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA28M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA29M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA30M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA31M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA32M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA33M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA34M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA35M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA36M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA37M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA38M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA39M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA40M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA41M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA42M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA430,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA433,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA43M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA44M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA45M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA46M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA47M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA48M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA49M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA50M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA51M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA52M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA53M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA54M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA555,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA55M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA56M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA57M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA58M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA59M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA60M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA61M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA62M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA63M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA64M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA65M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA66M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA67M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA68M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA69M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA70M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA71M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA72M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA73M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA74M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA75M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA76M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA77M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA78M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA79M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA80M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA81M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA821,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA82M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA83M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA84M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA85M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA86M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA87M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA88M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA896,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA89M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA902,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA90M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA91M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA92M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA93M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA94M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA95M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA96M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA97M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA98M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIA99M,BIALYSTOK,miasto 200 - 500 tys. mieszkańców
BIAL01M,BIALA,wieś
BIB01M,BIEBRZA,wieś
BIC01A,BILCZA,wieś
BIC01M,BILCZA,wieś
BIC02M,BILCZA,wieś
BIC03M,BILCZA,wieś
BIC04M,BILCZA,wieś
BID01A,BIEDRUSKO,wieś
BID01G,BIEDRUSKO,wieś
BID01M,BIEDRUSKO,wieś
BIE01A,BIECZ,miasto do 20 tys. mieszkańców
BIE01G,BIERUN,miasto do 20 tys. mieszkańców
BIE01M,BIERUN,miasto do 20 tys. mieszkańców
BIE01MP,BIERUN,miasto do 20 tys. mieszkańców
BIE01N,BIERUN,miasto do 20 tys. mieszkańców
BIE02M,BIERUN,miasto do 20 tys. mieszkańców
BIE02N,BIERUN,miasto do 20 tys. mieszkańców
BIE03M,BIERUN,miasto do 20 tys. mieszkańców
BIE04M,BIERUN,miasto do 20 tys. mieszkańców
BIE05M,BIERUN,miasto do 20 tys. mieszkańców
BIE06M,BIERUN,miasto do 20 tys. mieszkańców
BIE953,BIERUN,miasto do 20 tys. mieszkańców
BIEL01M,BIELCZYNY,wieś
BIG01M,BIALOGARD,miasto 20 - 50 tys. mieszkańców
BIG01ML,BIALOGARD,miasto 20 - 50 tys. mieszkańców
BIG01N,BIALOGARD,miasto 20 - 50 tys. mieszkańców
BIG02M,BIALOGARD,miasto 20 - 50 tys. mieszkańców
BIG02N,BIALOGARD,miasto 20 - 50 tys. mieszkańców
BIG03M,BIALOGARD,miasto 20 - 50 tys. mieszkańców
BIG03N,BIALOGARD,miasto 20 - 50 tys. mieszkańców
BIG04M,BIALOGARD,miasto 20 - 50 tys. mieszkańców
BIG05M,BIALOGARD,miasto 20 - 50 tys. mieszkańców
BIG06M,BIALOGARD,miasto 20 - 50 tys. mieszkańców
BIG07M,BIALOGARD,miasto 20 - 50 tys. mieszkańców
BIG08M,BIALOGARD,miasto 20 - 50 tys. mieszkańców
BIG09M,BIALOGARD,miasto 20 - 50 tys. mieszkańców
BIG10M,BIALOGARD,miasto 20 - 50 tys. mieszkańców
BIG11M,BIALOGARD,miasto 20 - 50 tys. mieszkańców
BIH01M,BIELICHA,wieś
BII01M,BIERNA,wieś
BIJ01M,BRACIEJOWA,wieś
BIK01A,BISKUPIEC,wieś
BIK01M,BISKUPIEC,miasto do 20 tys. mieszkańców
BIK02M,BISKUPIEC,miasto do 20 tys. mieszkańców
BIK03M,BISKUPIEC,miasto do 20 tys. mieszkańców
BIK04M,BISKUPIEC,miasto do 20 tys. mieszkańców
BIK05M,BISKUPIEC,miasto do 20 tys. mieszkańców
BIL01G,BILGORAJ,miasto 20 - 50 tys. mieszkańców
BIL01M,BILGORAJ,miasto 20 - 50 tys. mieszkańców
BIL02A,BILGORAJ,miasto 20 - 50 tys. mieszkańców
BIL02M,BILGORAJ,miasto 20 - 50 tys. mieszkańców
BIL02N,BILGORAJ,miasto 20 - 50 tys. mieszkańców
BIL03M,BILGORAJ,miasto 20 - 50 tys. mieszkańców
BIL04M,BILGORAJ,miasto 20 - 50 tys. mieszkańców
BIL05M,BILGORAJ,miasto 20 - 50 tys. mieszkańców
BIL06M,BILGORAJ,miasto 20 - 50 tys. mieszkańców
BIL07M,BILGORAJ,miasto 20 - 50 tys. mieszkańców
BIL08M,BILGORAJ,miasto 20 - 50 tys. mieszkańców
BIL09M,BILGORAJ,miasto 20 - 50 tys. mieszkańców
BIL10M,BILGORAJ,miasto 20 - 50 tys. mieszkańców
BIL11M,BILGORAJ,miasto 20 - 50 tys. mieszkańców
BIM01M,BISKUPICE MELSZTYNSKIE,wieś
BIN01C,BIELINY,wieś
BIN01F,BIELINY,wieś
BIN01M,BIELINY,wieś
BIN02M,BIELINY,wieś
BIO01M,BIELSKO,wieś
BIO02M,BIELSKO,wieś
BIP01M,BISKUPICE,wieś
BIQ01M,BIERKOWO,wieś
BIR01A,BIERUTÓW,miasto do 20 tys. mieszkańców
BIR01M,BIERUTÓW,miasto do 20 tys. mieszkańców
BIS03N,BISKUPIEC,miasto do 20 tys. mieszkańców
BIU01M,BISKUPÓW,wieś
BIV01M,BRZEZINY,wieś
BIV02M,BRZEZINY,wieś
BIW01M,BIERAWA,wieś
BIX01C,BIALA,miasto do 20 tys. mieszkańców
BIX01M,BIALA,miasto do 20 tys. mieszkańców
BIY01M,BIELANY,wieś
BIY02M,BIELANY,wieś
BIZ01A,BISZCZA,wieś
BIZ01M,BISZCZA,wieś
BJA01M,BOJADLA,wieś
BJC01M,BRÓJCE,wieś
BJE01M,BROJCE,wieś
BJI01M,BOJANICE,wieś
BJI02M,BOJANICE,wieś
BJK01M,BORUJA KOSCIELNA,wieś
BJN01M,BOJANÓW,wieś
BJO01M,BOJANO,wieś
BJO02M,BOJANO,wieś
BJO03M,BOJANO,wieś
BJS01N,BLIZNE JASINSKIEGO,wieś
BJV01M,BOJSZOWY NOWE,wieś
BJW01M,BOJANÓW,wieś
BKA01M,BRZEZINY-KOLONIA,wieś
BKC01G,BUKOWIEC,wieś
BKC01M,BUKOWIEC,wieś
BKC02M,BUKOWIEC,wieś
BKE01N,BOLESZKOWICE,wieś
BKI01M,BORKI,wieś
BKK01M,BULKOWO-KOLONIA,wieś
BKL01M,BUDZISLAW KOSCIELNY,wieś
BKL01N,BUDZISLAW KOSCIELNY,wieś
BKN01M,BISKUPIE-KOLONIA,wieś
BKO01M,BUKOWA,wieś
BKP01M,BISKUPICE,wieś
BKP02M,BISKUPICE,wieś
BKQ01M,BARKOWO,wieś
BKR01G,BRZÓZA KRÓLEWSKA,wieś
BKR01M,BRZÓZA KRÓLEWSKA,wieś
BKR02M,BRZÓZA KRÓLEWSKA,wieś
BKS01D,BUKOWSKO,wieś
BKS01M,BUKOWSKO,wieś
BKU01G,BRZESC KUJAWSKI,miasto do 20 tys. mieszkańców
BKU01M,BRZESC KUJAWSKI,miasto do 20 tys. mieszkańców
BKU02M,BRZESC KUJAWSKI,miasto do 20 tys. mieszkańców
BKU03M,BRZESC KUJAWSKI,miasto do 20 tys. mieszkańców
BKV01M,BAKÓW,wieś
BKW01M,BUKOWICE,wieś
BKW02M,BUKOWICE,wieś
BKX01M,BOBROWNIKI,wieś
BKY01M,BUSZKOWY,wieś
BKZ01F,BIESIEKIERZ,wieś
BKZ01M,BIESIEKIERZ,wieś
BLA01A,BIELAWA,miasto 20 - 50 tys. mieszkańców
BLA01B,BIELAWA,miasto 20 - 50 tys. mieszkańców
BLA01M,BIELAWA,miasto 20 - 50 tys. mieszkańców
BLA01N,BIELAWA,miasto 20 - 50 tys. mieszkańców
BLA02A,BIELAWA,miasto 20 - 50 tys. mieszkańców
BLA02M,BIELAWA,miasto 20 - 50 tys. mieszkańców
BLA02N,BIELAWA,miasto 20 - 50 tys. mieszkańców
BLA03M,BIELAWA,miasto 20 - 50 tys. mieszkańców
BLA03N,BIELAWA,miasto 20 - 50 tys. mieszkańców
BLA04M,BIELAWA,miasto 20 - 50 tys. mieszkańców
BLA05M,BIELAWA,miasto 20 - 50 tys. mieszkańców
BLA06M,BIELAWA,miasto 20 - 50 tys. mieszkańców
BLA07M,BIELAWA,miasto 20 - 50 tys. mieszkańców
BLA08M,BIELAWA,miasto 20 - 50 tys. mieszkańców
BLC01M,BOLEWICE,wieś
BLC01N,BOLEWICE,wieś
BLD01G,BELSK DUZY,wieś
BLD01M,BELSK DUZY,wieś
BLD02M,BELSK DUZY,wieś
BLE01G,BLEDÓW,wieś
BLE01M,BLEDÓW,wieś
BLG01AP,BLIZNE LASZCZYNSKIEGO,wieś
BLG01M,BLIZNE LASZCZYNSKIEGO,wieś
BLG02M,BLIZNE LASZCZYNSKIEGO,wieś
BLH01G,BLACHOWNIA,miasto do 20 tys. mieszkańców
BLH01M,BLACHOWNIA,miasto do 20 tys. mieszkańców
BLH01N,BLACHOWNIA,miasto do 20 tys. mieszkańców
BLH02M,BLACHOWNIA,miasto do 20 tys. mieszkańców
BLH02N,BLACHOWNIA,wieś
BLH03M,BLACHOWNIA,miasto do 20 tys. mieszkańców
BLH04M,BLACHOWNIA,miasto do 20 tys. mieszkańców
BLH06M,BLACHOWNIA,miasto do 20 tys. mieszkańców
BLI01M,BOLECIN,wieś
BLK01G,BOLKÓW,miasto do 20 tys. mieszkańców
BLK01M,BOLKÓW,miasto do 20 tys. mieszkańców
BLK02G,BOLKÓW,wieś
BLK02M,BOLKÓW,miasto do 20 tys. mieszkańców
BLK03M,BOLKÓW,miasto do 20 tys. mieszkańców
BLK04M,BOLKÓW,miasto do 20 tys. mieszkańców
BLL01G,BOLESLAW,wieś
BLL01M,BOLESLAW,wieś
BLL02M,BOLESLAW,wieś
BLM01C,BLADZIM,wieś
BLN01M,BALIN,wieś
BLN02M,BALIN,wieś
BLN03M,BALIN,wieś
BLO01A,BLONIE,miasto do 20 tys. mieszkańców
BLO01B,BLONIE,miasto do 20 tys. mieszkańców
BLO01M,BLONIE-WIES,wieś
BLO01N,BLONIE-WIES,wieś
BLO01ZIH,BLONIE,miasto do 20 tys. mieszkańców
BLO02A,BLONIE,miasto do 20 tys. mieszkańców
BLO02M,BLONIE,miasto do 20 tys. mieszkańców
BLO02N,BLONIE,miasto do 20 tys. mieszkańców
BLO03M,BLONIE-WIES,miasto do 20 tys. mieszkańców
BLO03N,BLONIE,miasto do 20 tys. mieszkańców
BLO04M,BLONIE,miasto do 20 tys. mieszkańców
BLO05M,BLONIE,miasto do 20 tys. mieszkańców
BLO06M,BLONIE,miasto do 20 tys. mieszkańców
BLO910,BLONIE-WIES,wieś
BLP01M,BIALOPOLE,wieś
BLQ01G,BIALA,wieś
BLR01M,BIADOLINY RADLOWSKIE,wieś
BLR02M,BIADOLINY RADLOWSKIE,wieś
BLS01M,BLASZKI,miasto do 20 tys. mieszkańców
BLS01N,BLASZKI,miasto do 20 tys. mieszkańców
BLS02M,BLASZKI,wieś
BLS03M,BLASZKI,miasto do 20 tys. mieszkańców
BLT01M,BALTÓW,wieś
BLU01M,BLUSZCZÓW,wieś
BLV01M,BOLESLAW,wieś
BLW01G,BIELAWA,miasto 20 - 50 tys. mieszkańców
BLW01M,BIELAWA,miasto 20 - 50 tys. mieszkańców
BLW02M,BIELAWA,wieś
BLW893,BIELAWA,wieś
BLX01E,BLAZOWA,miasto do 20 tys. mieszkańców
BLX01G,BULOWICE,wieś
BLX01M,BLAZOWA,miasto do 20 tys. mieszkańców
BLX02M,BLAZOWA,miasto do 20 tys. mieszkańców
BLY01M,BILCZYCE,wieś
BLZ01M,BELZYCE,miasto do 20 tys. mieszkańców
BLZ02M,BELZYCE,miasto do 20 tys. mieszkańców
BLZ03M,BELZYCE,miasto do 20 tys. mieszkańców
BLZ04M,BELZYCE,miasto do 20 tys. mieszkańców
BLZ129,BELZYCE,miasto do 20 tys. mieszkańców
BMS01M,BYTOMSKO,wieś
BMY01M,BEDZIEMYSL,wieś
BMY02M,BEDZIEMYSL,wieś
BNA01G,BRENNA,wieś
BNA01M,BRENNA,wieś
BNA02M,BRENNA,wieś
BNA03M,BRENNA,wieś
BNC01A,BYTNICA,wieś
BND01M,BASZNIA DOLNA,wieś
BNE01M,BLONIE,wieś
BNG01M,BRODNICA GÓRNA,wieś
BNI01N,BURZENIN,wieś
BNK01M,BRZUSNIK,wieś
BNL01M,BRZEZNO LEBORSKIE,wieś
BNN01M,KÓRNIK,miasto do 20 tys. mieszkańców
